profile,level,total_demand_vph,seed,policy,mean_wait,p50_wait,p95_wait,max_wait,mean_queue,max_queue,throughput_vph,residual_queue,n_vehicles
single,1.4,1789.2,16,fixed_webster,27.3674,10.0,141.5,209.5,14.3367,25,1848.0,11,773
single,1.4,1789.2,17,relay,32.8027,29.5,76.0,87.0,17.8573,41,1891.2,32,816
single,1.4,1789.2,17,fixed_equal,292.7506,281.5,706.5,736.5,162.022,302,1341.6,297,816
single,1.4,1789.2,17,fixed_webster,17.6752,13.5,55.0,104.0,9.6353,22,1946.4,7,816
single,1.4,1789.2,18,relay,26.7822,23.5,60.5,123.0,13.87,34,1807.2,27,776
single,1.4,1789.2,18,fixed_equal,282.6856,294.0,674.0,710.0,149.0103,275,1300.8,275,776
single,1.4,1789.2,18,fixed_webster,28.2513,12.5,152.5,209.5,14.6953,28,1831.2,18,776
single,1.4,1789.2,19,relay,22.2919,22.0,41.5,80.5,11.0817,22,1766.4,13,745
single,1.4,1789.2,19,fixed_equal,268.3282,255.5,635.0,692.0,134.3533,238,1288.8,235,745
single,1.4,1789.2,19,fixed_webster,20.4034,13.0,82.0,147.0,10.193,20,1771.2,10,745
single,1.4,1789.2,20,relay,18.2699,16.5,37.5,60.5,8.743,23,1711.2,5,704
single,1.4,1789.2,20,fixed_equal,282.2933,271.0,657.0,707.0,135.204,220,1264.8,217,704
single,1.4,1789.2,20,fixed_webster,19.7088,8.0,90.0,184.5,9.4263,23,1694.4,8,704
single,1.4,1789.2,21,relay,28.325,23.5,59.0,153.5,14.7407,32,1831.2,24,777
single,1.4,1789.2,21,fixed_equal,293.7452,293.0,671.0,720.0,155.773,273,1322.4,273,777
single,1.4,1789.2,21,fixed_webster,22.5785,10.0,103.0,220.5,11.822,26,1850.4,14,777
single,1.4,1789.2,22,relay,28.7081,23.5,74.5,135.5,14.2197,45,1785.6,5,740
single,1.4,1789.2,22,fixed_equal,326.323,298.0,785.5,835.5,163.6123,267,1238.4,264,740
single,1.4,1789.2,22,fixed_webster,18.8128,13.0,60.0,150.0,9.3353,30,1785.6,3,740
single,1.4,1789.2,23,relay,23.5196,22.5,44.0,78.5,12.0837,23,1824.0,15,766
single,1.4,1789.2,23,fixed_equal,301.8172,295.5,720.5,773.5,156.3373,259,1315.2,255,766
single,1.4,1789.2,23,fixed_webster,21.7931,13.0,86.5,144.5,11.2767,21,1826.4,11,766
single,1.4,1789.2,24,relay,14.9487,13.5,33.0,51.0,6.7683,18,1617.6,7,673
single,1.4,1789.2,24,fixed_equal,286.9859,310.0,637.0,667.0,132.2313,218,1204.8,217,673
single,1.4,1789.2,24,fixed_webster,14.7422,9.5,53.5,109.5,6.7387,15,1622.4,5,673
single,1.4,1789.2,25,relay,25.5777,26.5,48.0,76.0,12.6727,24,1776.0,7,740
single,1.4,1789.2,25,fixed_equal,322.9574,332.0,751.0,806.0,163.405,255,1284.0,255,740
single,1.4,1789.2,25,fixed_webster,25.4973,14.0,107.5,194.0,12.638,21,1756.8,12,740
single,1.4,1789.2,26,relay,20.3167,18.0,43.5,102.5,9.734,24,1677.6,17,693
single,1.4,1789.2,26,fixed_equal,295.2691,289.0,676.0,738.0,139.7363,233,1221.6,233,693
single,1.4,1789.2,26,fixed_webster,17.6342,12.0,62.0,110.5,8.4263,23,1675.2,14,693
single,1.4,1789.2,27,relay,31.7711,30.5,67.5,138.5,15.919,34,1814.4,2,747
single,1.4,1789.2,27,fixed_equal,344.1232,371.0,753.5,784.0,176.323,283,1257.6,278,747
single,1.4,1789.2,27,fixed_webster,20.5857,15.0,64.0,154.0,10.3253,26,1804.8,3,747
single,1.4,1789.2,28,relay,34.4571,35.5,66.5,80.0,17.98,32,1872.0,8,781
single,1.4,1789.2,28,fixed_equal,329.7964,317.5,766.5,829.5,174.21,293,1269.6,290,781
single,1.4,1789.2,28,fixed_webster,18.8291,16.0,53.0,112.0,10.1027,21,1884.0,4,781
single,1.4,1789.2,29,relay,22.6721,22.0,44.0,68.5,11.369,23,1783.2,13,741
single,1.4,1789.2,29,fixed_equal,300.0877,298.0,695.0,735.0,152.3887,258,1293.6,255,741
single,1.4,1789.2,29,fixed_webster,18.168,11.0,76.0,134.0,9.1037,22,1788.0,8,741
