t_s,infer_ms,n_boxes,phase,stage,n_W,pcu_W,n_E,pcu_E,det_car,det_motorcycle,det_bus,det_truck,det_ambulance,det_bicycle,det_autorickshaw
11.044,106.77,30,,,15.6,8.88,11.21,10.58,12,16,2,0,0,0,0
11.078,184.28,27,,,15.04,8.71,11.13,10.55,12,13,2,0,0,0,0
11.111,181.28,30,,,15.03,8.71,11.79,10.99,12,16,2,0,0,0,0
11.144,159.06,28,,,15.02,8.71,11.51,11.06,12,14,2,0,0,0,0
11.178,118.07,30,,,15.36,8.81,11.68,11.22,12,16,2,0,0,0,0
11.211,110.23,27,,,15.23,8.77,11.44,11.21,12,13,2,0,0,0,0
11.245,111.55,27,,,15.5,8.85,11.29,11.21,11,14,2,0,0,0,0
11.278,101.27,27,,,15.68,8.9,11.19,11.2,11,14,2,0,0,0,0
11.311,100.88,25,,,15.09,8.73,10.77,11.1,11,12,2,0,0,0,0
11.345,115.54,26,,,14.71,8.61,10.85,11.13,11,13,2,0,0,0,0
11.378,100.72,26,,,14.81,8.64,10.2,10.95,11,13,2,0,0,0,0
11.411,106.01,30,,,14.88,8.66,11.18,11.25,11,17,2,0,0,0,0
11.445,103.19,27,,,14.92,8.68,11.12,11.23,11,14,2,0,0,0,0
11.478,114.54,26,,,14.95,8.68,10.73,11.11,11,13,2,0,0,0,0
11.511,116.07,26,,,14.97,8.69,10.47,11.04,11,13,2,0,0,0,0
11.545,121.41,27,,,14.63,8.59,10.66,11.1,11,14,2,0,0,0,0
11.578,101.02,24,,,13.71,8.31,10.78,11.13,11,11,2,0,0,0,0
11.612,100.86,27,,,13.81,8.34,10.86,11.16,11,14,2,0,0,0,0
11.645,116.16,27,,,13.88,8.36,10.91,11.17,11,14,2,0,0,0,0
11.678,114.62,28,,,13.92,8.38,11.64,11.39,11,15,2,0,0,0,0
11.712,103.38,29,,,13.95,8.38,12.47,11.64,11,16,2,0,0,0,0
11.745,105.85,32,,,15.02,8.95,12.65,11.7,12,18,2,0,0,0,0
11.778,100.03,30,,,15.36,9.21,12.42,11.63,12,16,2,0,0,0,0
11.812,99.75,28,,,14.88,8.93,12.28,11.58,11,15,2,0,0,0,0
11.845,105.24,27,,,14.22,8.64,12.18,11.55,11,14,2,0,0,0,0
11.879,99.25,26,,,13.8,8.45,12.12,11.53,11,13,2,0,0,0,0
11.912,97.77,29,,,14.22,8.78,12.43,11.63,12,15,2,0,0,0,0
11.945,101.58,27,,,14.49,8.75,12.28,11.58,11,14,2,0,0,0,0
11.979,102.54,27,,,14.67,8.49,11.83,11.45,10,15,2,0,0,0,0
12.012,107.97,27,,,14.09,8.11,12.59,11.68,10,15,2,0,0,0,0
12.045,107.03,29,,,14.76,8.18,12.73,11.72,10,17,2,0,0,0,0
12.079,124.64,31,,,15.54,8.32,13.18,11.85,10,19,2,0,0,0,0
12.112,113.8,29,,,15.7,8.56,13.11,11.83,11,16,2,0,0,0,0
12.145,117.4,29,,,16.16,8.82,12.72,11.72,11,16,2,0,0,0,0
12.179,173.92,30,,,16.8,9.09,12.47,11.64,11,17,2,0,0,0,0
12.212,107.51,29,,,16.17,8.96,13.01,11.8,11,16,2,0,0,0,0
12.246,109.68,30,,,16.11,8.97,13.35,11.91,11,17,2,0,0,0,0
12.279,117.81,29,,,16.07,8.98,13.23,11.87,11,16,2,0,0,0,0
12.312,111.81,26,,,15.35,8.78,12.8,11.49,10,14,2,0,0,0,0
12.346,109.02,28,,,15.93,8.96,12.17,11.15,10,16,2,0,0,0,0
12.379,126.36,29,,,16.3,9.08,12.11,11.03,10,17,2,0,0,0,0
12.412,126.52,28,,,16.55,9.16,11.72,10.84,10,16,2,0,0,0,0
12.446,104.71,27,,,16.35,9.1,11.47,10.72,10,15,2,0,0,0,0
12.479,116.04,27,,,16.93,9.28,10.6,10.43,10,15,2,0,0,0,0
12.513,110.77,28,,,16.6,9.18,10.74,10.46,11,15,2,0,0,0,0
12.546,106.33,30,,,17.44,9.43,10.48,10.37,11,17,2,0,0,0,0
12.579,121.26,29,,,17.29,9.63,10.31,10.31,12,15,2,0,0,0,0
12.613,119.64,30,,,17.19,9.76,10.2,10.27,12,16,2,0,0,0,0
12.646,123.12,30,,,17.12,9.84,10.13,10.25,12,16,2,0,0,0,0
12.679,107.76,28,,,16.03,9.58,10.44,10.33,12,14,2,0,0,0,0
12.713,109.39,31,,,16.37,9.73,10.63,10.39,12,17,2,0,0,0,0
12.746,120.31,30,,,15.89,9.61,11.46,10.64,12,16,2,0,0,0,0
12.779,113.04,29,,,15.58,9.54,12.0,10.8,11,16,2,0,0,0,0
12.813,106.5,30,,,15.73,9.6,12.7,11.01,11,17,2,0,0,0,0
12.846,115.87,29,,,15.47,9.28,12.81,11.04,11,16,2,0,0,0,0
12.88,112.99,28,,,14.96,8.97,12.87,11.06,11,15,2,0,0,0,0
12.913,116.45,30,,,14.97,8.88,13.27,11.18,11,17,2,0,0,0,0
12.946,114.03,29,,,14.98,8.82,13.17,11.15,11,16,2,0,0,0,0
12.98,101.13,29,,,14.99,8.78,13.11,11.13,11,16,2,0,0,0,0
13.013,98.63,30,,,14.99,8.75,13.77,11.58,11,17,2,0,0,0,0
13.046,117.96,33,,,15.69,8.94,14.55,11.97,11,20,2,0,0,0,0
13.08,109.47,29,,,15.45,8.86,14.36,12.02,11,16,2,0,0,0,0
13.113,105.76,30,,,14.94,8.7,14.58,12.15,11,17,2,0,0,0,0
13.146,106.57,31,,,14.96,8.94,14.73,12.24,12,17,2,0,0,0,0
13.18,121.59,29,,,14.28,8.65,14.47,12.19,11,16,2,0,0,0,0
13.213,120.12,32,,,14.18,8.56,14.66,12.26,11,19,2,0,0,0,0
13.247,109.97,34,,,14.82,8.96,15.48,12.52,12,20,2,0,0,0,0
13.28,111.34,32,,,15.23,9.22,15.31,12.48,12,18,2,0,0,0,0
13.313,110.23,29,,,15.15,9.28,14.5,12.24,12,15,2,0,0,0,0
13.347,112.54,31,,,15.8,9.53,13.98,12.09,12,17,2,0,0,0,0
13.38,94.63,28,,,15.17,9.14,13.63,11.99,11,15,2,0,0,0,0
13.413,102.28,29,,,15.11,8.98,13.41,11.68,10,17,2,0,0,0,0
13.447,102.99,29,,,15.42,8.99,13.27,11.47,10,17,2,0,0,0,0
13.48,98.52,30,,,15.97,9.1,13.17,11.34,10,18,2,0,0,0,0
13.514,112.35,30,,,15.98,9.06,13.46,11.36,10,18,2,0,0,0,0
13.547,128.22,27,,,15.64,8.94,12.95,11.17,10,15,2,0,0,0,0
13.58,112.58,27,,,15.42,8.85,12.62,11.04,10,15,2,0,0,0,0
13.614,130.65,29,,,15.97,9.01,12.4,10.95,10,17,2,0,0,0,0
13.647,113.11,30,,,16.33,9.11,12.61,11.01,10,18,2,0,0,0,0
13.68,113.54,28,,,16.56,9.18,12.05,10.83,10,16,2,0,0,0,0
13.714,101.16,30,,,16.72,9.22,12.38,10.92,10,18,2,0,0,0,0
13.747,109.14,30,,,16.82,9.25,12.25,10.88,10,18,2,0,0,0,0
13.78,106.32,29,,,17.23,9.62,11.81,10.75,11,16,2,0,0,0,0
13.814,99.53,28,,,17.15,9.75,11.53,10.91,12,14,2,0,0,0,0
13.847,99.5,28,,,17.45,9.94,10.99,10.66,11,15,2,0,0,0,0
13.881,98.68,28,,,17.64,10.07,10.65,10.5,11,15,2,0,0,0,0
13.914,104.66,28,,,17.42,10.04,10.42,10.39,11,15,2,0,0,0,0
13.947,101.13,28,,,16.92,9.92,10.27,10.33,11,15,2,0,0,0,0
13.981,96.92,26,,,16.6,9.85,9.48,9.83,10,14,2,0,0,0,0
14.014,102.08,28,,,16.39,9.79,9.66,9.71,10,16,2,0,0,0,0
14.047,100.72,29,,,15.9,9.41,10.48,10.09,10,17,2,0,0,0,0
14.081,103.38,28,,,15.94,9.51,10.31,10.13,11,15,2,0,0,0,0
14.114,119.64,30,,,15.96,9.58,11.25,10.71,12,16,2,0,0,0,0
14.147,108.52,30,,,15.97,9.62,11.86,11.09,12,16,2,0,0,0,0
14.181,102.78,31,,,16.68,9.86,12.26,11.1,11,18,2,0,0,0,0
14.214,102.91,31,,,16.44,9.56,12.87,11.45,11,18,2,0,0,0,0
14.248,103.95,28,,,15.59,8.91,12.92,11.33,9,17,2,0,0,0,0
14.281,103.47,30,,,16.08,9.29,12.95,11.49,12,16,2,0,0,0,0
14.314,108.81,29,,,16.05,9.43,12.96,11.6,12,15,2,0,0,0,0
14.348,93.72,28,,,16.03,9.53,12.63,11.56,12,14,2,0,0,0,0
14.381,99.64,28,,,15.67,9.24,12.41,11.54,11,15,2,0,0,0,0
14.414,108.01,33,,,15.79,9.4,14.01,12.05,12,19,2,0,0,0,0
14.448,100.07,30,,,15.51,9.15,14.36,12.17,11,17,2,0,0,0,0
14.481,107.82,32,,,15.68,9.1,14.93,12.36,11,19,2,0,0,0,0
14.514,106.78,30,,,15.44,8.96,14.61,12.27,11,17,2,0,0,0,0
14.548,114.78,30,,,14.94,8.76,14.74,12.31,11,17,2,0,0,0,0
14.581,106.48,31,,,14.96,8.74,14.83,12.1,10,19,2,0,0,0,0
14.615,103.59,28,,,14.27,8.52,14.54,12.1,11,15,2,0,0,0,0
14.648,110.57,30,,,14.53,8.58,14.35,12.1,11,17,2,0,0,0,0
14.681,119.19,34,,,15.39,9.08,14.93,12.31,12,20,2,0,0,0,0
14.715,106.61,33,,,15.96,9.4,14.95,12.34,12,19,2,0,0,0,0
14.748,112.49,33,,,16.32,9.61,14.97,12.36,12,19,2,0,0,0,0
14.781,107.44,35,,,16.91,9.85,15.33,12.48,12,21,2,0,0,0,0
14.815,91.63,25,,,15.54,9.48,13.81,11.54,10,13,2,0,0,0,0
14.848,98.62,26,,,15.35,9.45,12.83,11.18,11,13,2,0,0,0,0
14.882,93.89,32,,,16.28,9.75,13.24,12.03,11,18,3,0,0,0,0
14.915,91.5,32,,,17.23,10.05,13.16,11.7,11,19,2,0,0,0,0
14.948,86.29,30,,,17.15,10.03,13.1,11.49,11,17,2,0,0,0,0
14.982,88.18,29,,,17.1,10.02,12.72,11.0,10,17,2,0,0,0,0
15.015,93.52,33,,,17.41,10.12,13.17,11.39,12,19,2,0,0,0,0
15.048,91.8,32,,,17.27,10.08,13.46,11.15,10,20,2,0,0,0,0
15.082,92.11,37,,,17.52,9.91,14.35,11.45,11,24,2,0,0,0,0
15.115,86.66,34,,,16.99,9.59,14.93,11.39,10,22,2,0,0,0,0
15.148,90.49,33,,,16.29,9.28,15.65,11.47,10,21,2,0,0,0,0
15.182,88.18,30,,,15.49,8.73,15.42,11.3,9,19,2,0,0,0,0
15.215,87.09,33,,,16.02,8.68,15.28,11.2,9,22,2,0,0,0,0
15.249,88.05,33,,,16.01,8.79,15.18,11.13,10,21,2,0,0,0,0
15.282,88.99,34,,,16.36,8.97,15.12,11.08,10,22,2,0,0,0,0
15.315,81.94,32,,,16.58,9.09,14.38,10.84,10,20,2,0,0,0,0
15.349,89.44,34,,,17.08,9.02,13.89,10.69,9,23,2,0,0,0,0
15.382,83.77,32,,,16.7,9.01,13.58,10.59,10,20,2,0,0,0,0
15.415,85.2,30,,,16.46,9.01,12.68,10.31,10,18,2,0,0,0,0
15.449,87.58,32,,,17.0,9.22,12.44,10.48,10,20,2,0,0,0,0
15.482,85.56,32,,,17.7,9.46,12.29,10.84,11,19,2,0,0,0,0
15.515,90.29,33,,,18.5,9.72,12.19,10.83,10,21,2,0,0,0,0
15.549,87.03,34,,,19.03,9.89,12.47,10.92,10,22,2,0,0,0,0
15.582,86.16,32,,,19.37,10.0,11.96,10.77,10,20,2,0,0,0,0
15.616,85.62,33,,,19.94,10.17,11.27,10.57,10,21,2,0,0,0,0
15.649,84.49,30,,,19.26,9.97,10.83,10.44,10,18,2,0,0,0,0
15.682,87.27,33,,,19.17,9.95,10.89,10.71,12,19,2,0,0,0,0
15.716,85.12,33,,,18.76,9.83,11.28,10.98,12,19,2,0,0,0,0
15.749,90.89,32,,,18.49,9.75,11.18,11.06,11,19,2,0,0,0,0
15.782,84.46,32,,,18.32,9.7,11.47,11.21,11,19,2,0,0,0,0
15.816,86.93,34,,,18.91,9.87,11.65,11.31,11,21,2,0,0,0,0
15.849,87.79,34,,,19.29,9.99,12.12,11.48,11,21,2,0,0,0,0
15.883,87.2,33,,,19.19,9.71,12.43,11.59,10,21,2,0,0,0,0
15.916,83.82,33,,,19.12,9.78,12.63,11.42,10,21,2,0,0,0,0
15.949,89.0,36,,,19.78,10.03,13.46,11.76,11,23,2,0,0,0,0
15.983,86.82,34,,,20.56,10.3,12.95,11.67,11,21,2,0,0,0,0
16.016,89.09,34,,,20.01,10.16,13.32,11.82,11,21,2,0,0,0,0
16.049,91.07,33,,,20.01,10.17,12.86,11.71,11,20,2,0,0,0,0
16.083,89.72,35,,,20.01,10.18,12.91,11.74,11,22,2,0,0,0,0
16.116,83.29,30,,,19.3,9.98,12.24,11.31,10,18,2,0,0,0,0
16.149,84.01,32,,,19.2,9.95,12.16,11.13,10,20,2,0,0,0,0
16.183,84.26,31,,,18.78,9.83,12.1,11.01,10,19,2,0,0,0,0
16.216,88.69,32,,,18.51,9.75,12.42,11.29,11,19,2,0,0,0,0
16.25,85.56,31,,,18.68,9.8,11.92,11.26,11,18,2,0,0,0,0
16.283,86.4,32,,,18.79,9.84,11.95,11.34,11,19,2,0,0,0,0
16.316,85.66,31,,,18.86,9.86,11.97,11.4,11,18,2,0,0,0,0
16.35,89.32,35,,,19.61,10.08,12.68,11.64,11,22,2,0,0,0,0
16.383,86.5,32,,,19.4,10.02,12.79,11.45,10,20,2,0,0,0,0
16.416,82.1,27,,,18.56,9.77,11.81,11.26,11,14,2,0,0,0,0
16.45,82.75,26,,,18.36,9.71,10.48,10.68,10,14,2,0,0,0,0
16.483,84.25,29,,,18.94,9.88,9.96,10.65,11,16,2,0,0,0,0
16.517,87.84,31,,,19.66,10.1,9.62,10.63,11,18,2,0,0,0,0
16.55,84.9,31,,,19.78,10.13,9.41,10.62,11,18,2,0,0,0,0
16.583,83.67,28,,,19.51,10.05,8.56,10.16,10,16,2,0,0,0,0
16.617,84.38,27,,,19.33,10.0,8.02,9.86,10,15,2,0,0,0,0
16.65,80.51,27,,,19.21,9.96,7.66,9.66,10,15,2,0,0,0,0
16.683,85.89,28,,,19.14,9.94,7.78,9.64,10,16,2,0,0,0,0
16.717,82.15,27,,,18.74,9.82,7.86,9.38,9,16,2,0,0,0,0
16.75,81.92,25,,,17.78,9.53,7.91,9.7,12,11,2,0,0,0,0
16.783,81.79,25,,,17.51,9.45,7.94,9.91,11,12,2,0,0,0,0
16.817,84.17,28,,,17.68,9.5,8.31,10.15,12,14,2,0,0,0,0
16.85,84.58,31,,,18.49,9.75,8.9,10.41,12,17,2,0,0,0,0
16.884,87.9,24,,,16.92,9.03,8.24,10.02,11,11,2,0,0,0,0
16.917,83.44,27,,,16.95,8.88,7.45,8.9,11,14,2,0,0,0,0
16.95,86.47,24,,,16.62,8.68,6.94,8.16,9,13,2,0,0,0,0
16.984,80.44,23,,,16.4,8.55,6.61,7.69,9,12,2,0,0,0,0
17.017,82.85,26,,,16.96,8.67,6.4,7.38,9,15,2,0,0,0,0
17.05,88.49,28,,,18.02,8.96,6.61,7.52,10,16,2,0,0,0,0
17.084,82.43,26,,,18.02,8.94,6.75,7.62,10,14,2,0,0,0,0
17.117,88.96,27,,,18.36,9.03,6.84,7.44,9,16,2,0,0,0,0
17.15,82.01,26,,,17.88,8.88,6.54,7.21,9,15,2,0,0,0,0
17.184,83.4,28,,,17.57,8.78,7.05,7.28,9,17,2,0,0,0,0
17.217,86.4,23,,,16.67,8.26,7.03,7.22,8,13,2,0,0,0,0
17.251,83.32,28,,,16.79,8.14,7.72,7.39,8,18,2,0,0,0,0
17.284,87.69,26,,,16.51,7.95,8.17,7.5,8,16,2,0,0,0,0
17.317,85.13,27,,,15.63,7.37,8.81,7.67,8,17,2,0,0,0,0
17.351,86.46,30,,,16.11,7.56,8.88,7.68,9,19,2,0,0,0,0
17.384,89.25,33,,,17.12,7.89,9.27,7.79,9,22,2,0,0,0,0
17.417,87.59,29,,,16.73,7.79,9.18,7.76,9,18,2,0,0,0,0
17.451,86.7,30,,,16.82,7.83,9.46,7.84,9,19,2,0,0,0,0
17.484,86.95,31,,,17.94,8.17,9.3,7.79,9,20,2,0,0,0,0
17.518,85.67,30,,,17.96,8.18,9.2,7.76,9,19,2,0,0,0,0
17.551,86.99,31,,,18.32,8.29,9.13,7.74,9,20,2,0,0,0,0
17.584,84.84,29,,,18.21,8.26,8.73,7.62,9,18,2,0,0,0,0
17.618,80.95,24,,,16.74,7.82,8.83,7.89,9,13,2,0,0,0,0
17.651,81.81,27,,,16.48,7.99,9.24,8.18,10,15,2,0,0,0,0
17.684,85.66,29,,,17.01,8.31,9.15,8.25,10,17,2,0,0,0,0
17.718,82.99,26,,,16.31,7.95,9.1,8.31,9,15,2,0,0,0,0
17.751,83.06,27,,,15.85,7.97,9.42,8.69,11,14,2,0,0,0,0
17.784,84.13,30,,,16.25,8.19,9.97,9.04,11,17,2,0,0,0,0
17.818,81.89,26,,,15.46,7.77,9.98,8.92,9,15,2,0,0,0,0
17.851,84.6,30,,,16.0,7.82,10.34,9.19,10,18,2,0,0,0,0
17.885,85.2,31,,,16.7,7.95,10.57,9.13,9,20,2,0,0,0,0
17.918,84.31,30,,,16.46,8.07,11.07,9.43,11,17,2,0,0,0,0
17.951,85.14,30,,,16.65,8.01,11.4,9.63,10,18,2,0,0,0,0
17.985,85.77,30,,,17.12,8.08,11.26,9.66,10,18,2,0,0,0,0
18.018,81.0,26,,,16.03,7.7,10.82,9.57,10,14,2,0,0,0,0
18.051,84.57,26,,,15.67,7.56,10.18,9.4,10,14,2,0,0,0,0
18.085,84.4,30,,,16.83,8.13,9.77,9.3,11,17,2,0,0,0,0
18.118,84.38,30,,,16.89,8.3,10.2,9.44,12,16,2,0,0,0,0
18.151,92.42,31,,,17.63,8.61,10.13,9.42,12,17,2,0,0,0,0
18.185,89.52,31,,,17.76,8.71,10.43,9.52,12,17,2,0,0,0,0
18.218,91.58,31,,,17.84,8.78,10.28,9.48,12,17,2,0,0,0,0
18.252,92.35,33,,,18.95,10.15,10.53,9.56,12,19,2,0,0,0,0
18.285,90.64,31,,,18.27,10.62,10.7,9.61,12,17,2,0,0,0,0
18.318,98.07,32,,,18.87,11.25,10.8,9.64,12,18,2,0,0,0,0
18.352,95.4,32,,,19.27,11.65,10.87,9.91,13,17,2,0,0,0,0
18.385,96.13,35,,,20.22,12.12,11.27,10.18,13,20,2,0,0,0,0
18.418,91.19,34,,,20.85,12.43,11.17,10.26,13,19,2,0,0,0,0
18.452,88.24,32,,,20.55,12.42,11.11,10.31,13,17,2,0,0,0,0
18.485,88.12,31,,,20.36,11.64,10.72,9.99,12,17,2,0,0,0,0
18.518,89.6,31,,,19.88,11.8,11.17,10.24,13,16,2,0,0,0,0
18.552,91.15,31,,,18.87,10.93,11.81,10.51,13,16,2,0,0,0,0
18.585,91.31,33,,,19.62,11.55,11.53,10.47,13,18,2,0,0,0,0
18.619,92.47,31,,,19.4,11.74,11.34,10.44,13,16,2,0,0,0,0
18.652,88.42,31,,,19.26,11.62,11.22,10.43,12,17,2,0,0,0,0
18.685,90.71,31,,,18.82,11.68,10.79,10.07,13,16,2,0,0,0,0
18.719,92.66,32,,,18.88,11.83,10.52,9.83,13,17,2,0,0,0,0
18.752,118.17,29,,,18.92,11.92,9.64,9.47,13,14,2,0,0,0,0
18.785,140.49,31,,,19.3,12.09,9.41,9.34,13,16,2,0,0,0,0
18.819,96.41,32,,,19.55,12.2,9.62,9.36,12,18,2,0,0,0,0
18.852,90.13,30,,,19.0,12.06,10.1,9.48,12,16,2,0,0,0,0
18.886,95.3,32,,,19.35,12.18,10.42,9.56,12,18,2,0,0,0,0
18.919,95.85,35,,,19.93,12.12,11.32,10.06,12,21,2,0,0,0,0
18.952,95.25,35,,,20.65,12.43,11.56,10.29,13,20,2,0,0,0,0
18.986,93.41,31,,,19.38,11.86,11.71,10.43,14,15,2,0,0,0,0
19.019,90.49,31,,,18.89,11.59,11.46,10.17,12,17,2,0,0,0,0
19.052,90.27,34,,,18.93,11.52,11.3,10.01,13,19,2,0,0,0,0
19.086,86.36,30,,,17.91,11.17,11.2,9.9,12,16,2,0,0,0,0
19.119,89.69,31,,,17.94,11.14,11.13,9.83,12,17,2,0,0,0,0
19.152,89.35,31,,,17.96,11.13,11.08,9.78,13,16,2,0,0,0,0
19.186,85.45,30,,,17.62,11.01,11.05,9.76,13,15,2,0,0,0,0
19.219,88.38,31,,,17.41,10.94,11.03,9.74,13,16,2,0,0,0,0
19.253,87.34,29,,,16.21,10.33,11.37,10.07,12,15,2,0,0,0,0
19.286,87.43,33,,,16.84,10.35,11.59,10.29,12,19,2,0,0,0,0
19.319,88.62,33,,,16.9,10.27,12.08,10.54,12,19,2,0,0,0,0
19.353,85.6,30,,,16.23,10.0,12.06,10.6,12,16,2,0,0,0,0
19.386,83.91,30,,,16.5,10.03,12.04,10.63,11,17,2,0,0,0,0
19.419,87.0,29,,,16.33,9.95,12.37,10.76,11,16,2,0,0,0,0
19.453,87.08,30,,,16.91,10.11,12.24,10.74,11,17,2,0,0,0,0
19.486,90.94,33,,,17.29,10.21,12.86,10.94,12,19,2,0,0,0,0
19.52,86.99,32,,,17.54,10.28,12.91,10.96,12,18,2,0,0,0,0
19.553,87.03,31,,,17.7,10.32,12.94,10.97,11,18,2,0,0,0,0
19.586,86.46,27,,,17.11,10.14,12.26,10.53,10,15,2,0,0,0,0
19.62,89.43,32,,,17.77,10.33,12.17,10.59,12,18,2,0,0,0,0
19.653,87.42,30,,,17.5,10.25,12.11,10.63,12,16,2,0,0,0,0
19.686,84.93,28,,,16.62,9.99,12.42,10.76,11,15,2,0,0,0,0
19.72,86.5,31,,,17.46,10.24,12.27,10.74,11,18,2,0,0,0,0
19.753,90.24,33,,,18.7,10.61,12.18,10.72,11,20,2,0,0,0,0
19.786,93.08,35,,,18.8,10.64,13.52,11.14,11,22,2,0,0,0,0
19.82,84.56,29,,,17.47,10.0,13.69,11.19,10,17,2,0,0,0,0
19.853,84.96,31,,,17.66,10.14,13.45,10.88,10,19,2,0,0,0,0
19.887,81.52,31,,,17.43,10.12,12.59,9.94,11,18,2,0,0,0,0
19.92,82.02,35,,,17.28,9.87,13.08,9.65,11,22,2,0,0,0,0
19.953,77.6,33,,,16.83,10.09,13.05,9.35,13,18,2,0,0,0,0
19.987,81.83,29,,,16.54,9.99,11.99,8.6,11,16,2,0,0,0,0
20.02,80.12,30,,,16.35,9.92,11.29,8.11,13,15,2,0,0,0,0
20.053,87.74,31,,,16.93,10.09,10.84,7.55,11,18,2,0,0,0,0
20.087,82.75,29,,,16.6,9.99,10.5,7.06,11,16,2,0,0,0,0
20.12,85.45,27,,,16.04,9.82,9.97,6.76,11,14,2,0,0,0,0
20.153,84.44,27,,,15.33,9.36,9.98,6.91,11,14,2,0,0,0,0
20.187,81.26,26,,,14.51,9.2,9.99,6.77,11,13,2,0,0,0,0
20.22,83.83,26,,,14.33,9.2,9.64,6.57,11,13,2,0,0,0,0
20.254,89.53,29,,,14.92,9.16,9.77,6.54,10,17,2,0,0,0,0
20.287,89.34,31,,,15.65,9.25,10.2,6.63,10,19,2,0,0,0,0
20.32,87.87,30,,,16.12,9.3,10.13,6.59,10,18,2,0,0,0,0
20.354,82.63,26,,,15.38,9.02,9.73,6.45,10,14,2,0,0,0,0
20.387,86.59,27,,,15.25,8.94,9.48,6.36,10,15,2,0,0,0,0
20.42,90.0,31,,,16.91,9.66,9.31,6.31,10,19,2,0,0,0,0
20.454,84.22,32,,,18.34,10.48,9.2,6.27,11,19,2,0,0,0,0
20.487,88.27,31,,,18.57,10.8,9.13,6.24,11,18,2,0,0,0,0
20.521,85.97,33,,,19.07,11.12,9.44,6.33,11,20,2,0,0,0,0
20.554,87.62,31,,,19.05,11.22,9.28,6.29,11,18,2,0,0,0,0
20.587,86.31,31,,,19.03,11.28,9.18,6.26,11,18,2,0,0,0,0
20.621,83.49,29,,,18.32,10.87,8.77,6.13,10,17,2,0,0,0,0
20.654,86.8,31,,,18.21,10.7,9.55,6.37,10,19,2,0,0,0,0
20.687,86.83,34,,,19.19,11.4,10.06,6.52,12,20,2,0,0,0,0
20.721,88.4,33,,,19.12,11.4,10.39,6.62,11,20,2,0,0,0,0
20.754,87.84,33,,,19.08,11.4,10.6,6.68,11,20,2,0,0,0,0
20.787,86.53,32,,,18.0,10.84,11.44,6.93,10,20,2,0,0,0,0
20.821,87.11,31,,,18.35,10.79,10.94,6.78,10,19,2,0,0,0,0
20.854,87.88,34,,,19.98,11.42,10.26,6.58,11,21,2,0,0,0,0
20.888,87.78,34,,,20.69,11.49,10.17,6.55,10,22,2,0,0,0,0
20.921,83.67,29,,,20.45,11.32,9.06,6.22,10,17,2,0,0,0,0
20.954,86.26,29,,,20.29,11.21,7.99,5.9,10,17,2,0,0,0,0
20.988,87.49,29,,,20.19,11.13,7.29,5.69,10,17,2,0,0,0,0
21.021,93.66,34,,,20.82,11.54,7.54,5.76,11,21,2,0,0,0,0
21.054,91.62,29,,,19.48,11.04,7.7,5.81,10,17,2,0,0,0,0
21.088,86.82,29,,,18.61,10.71,8.16,5.95,10,17,2,0,0,0,0
21.121,92.5,35,,,18.75,10.46,9.15,6.25,10,23,2,0,0,0,0
21.154,87.08,33,,,18.84,10.3,9.1,6.23,10,21,2,0,0,0,0
21.188,87.44,34,,,18.89,10.19,9.41,6.32,11,21,2,0,0,0,0
21.221,86.62,32,,,18.58,10.02,9.97,6.49,10,20,2,0,0,0,0
21.255,87.37,32,,,18.38,9.91,10.33,6.6,10,20,2,0,0,0,0
21.288,89.71,30,,,17.9,9.73,10.21,6.56,10,18,2,0,0,0,0
21.321,93.34,36,,,17.93,9.72,11.54,6.96,10,24,2,0,0,0,0
21.355,91.43,36,,,18.66,10.41,12.05,7.36,12,22,2,0,0,0,0
21.388,90.48,34,,,18.78,10.51,12.03,7.51,11,21,2,0,0,0,0
21.421,91.2,36,,,19.2,10.68,12.37,7.72,11,23,2,0,0,0,0
21.455,92.03,36,,,19.48,10.79,12.59,7.85,11,23,2,0,0,0,0
21.488,91.39,39,,,20.01,11.22,13.43,8.15,12,25,2,0,0,0,0
21.521,90.39,37,,,20.01,11.39,13.63,8.24,12,23,2,0,0,0,0
21.555,90.42,38,,,20.01,11.5,14.11,8.4,12,24,2,0,0,0,0
21.588,90.17,36,,,19.3,11.36,14.42,8.5,12,22,2,0,0,0,0
21.622,88.72,35,,,18.85,11.51,14.62,8.57,12,21,2,0,0,0,0
21.655,90.0,36,,,18.9,11.47,14.76,8.62,11,23,2,0,0,0,0
21.688,97.43,34,,,18.94,11.45,14.14,8.44,11,21,2,0,0,0,0
21.722,90.12,37,,,19.31,11.54,14.79,8.63,11,24,2,0,0,0,0
21.755,90.48,34,,,18.85,11.38,14.86,8.66,11,21,2,0,0,0,0
21.788,86.63,33,,,18.55,11.28,14.56,8.57,11,20,2,0,0,0,0
21.822,88.77,35,,,18.01,10.87,15.42,8.82,10,23,2,0,0,0,0
21.855,89.89,33,,,17.66,10.6,14.92,8.43,9,22,2,0,0,0,0
21.889,87.8,34,,,18.13,10.88,14.25,8.07,10,22,2,0,0,0,0
21.922,79.09,27,,,16.68,10.29,13.11,7.63,9,16,2,0,0,0,0
21.955,88.21,35,,,18.19,10.89,13.07,7.55,10,23,2,0,0,0,0
21.989,83.88,35,,,18.83,10.93,13.4,7.6,9,24,2,0,0,0,0
22.022,89.86,34,,,19.24,11.2,12.91,7.43,10,22,2,0,0,0,0
22.055,86.87,33,,,19.5,11.37,12.24,7.21,10,21,2,0,0,0,0
